family,alpha,file,overlap,p,sigma_y,n_ok,lam_min,lam_floor,rmse_min,rmse_floor,gain_floor,cv.bloss_vs_min,cv.smd_vs_min,cv.inf_vs_min,boot.smd_vs_min,boot.inf_vs_min,best,rmse_best,best_vs_floor,z_best,z_bootinf,z_cvbloss,s_y,dense,n,mcse_rel
tunea,0.5,tunea_12_r50.rds,bad,NA,1,50,0.0642297024158032,0.010467841111959088,0.33471173232710993,0.3576704459263893,0.06859249731001982,1.3465150145687974,2.888942844586896,2.2238918055991186,2.4758401724507615,1.0895827450383964,boot.inf,0.3646961281055294,0.019642892666021483,0.8424718270633847,0.8424718270633847,6.130994203306956,NA,TRUE,NA,0.1
tunea,1,tunea_13_r5.rds,good,NA,1,5,0.0035188850478166814,0.0035188850478166814,0.0859492868864746,0.0859492868864746,0,2.2350207514793587,5.477894314082112,3.916635511568447,1.225031924427715,1.2271072987152338,boot.smd,0.10529062031772775,0.22503192442771502,2.4855497176443704,2.3597131674546374,6.675602518390823,NA,FALSE,NA,0.31622776601683794
tunea,1,tunea_13_r50.rds,good,NA,1,50,0.0035188850478166814,0.0035188850478166814,0.07214578580989385,0.07214578580989385,0,2.6302789547325505,5.8469576549546405,4.929220392067327,1.2037323906925679,1.2273122353933887,boot.smd,0.08684421923133746,0.20373239069256788,5.322161448692055,5.22347745749833,13.054292831908676,NA,FALSE,NA,0.1
tunea,1,tunea_14_r5.rds,moderate,NA,1,5,0.04009622293392259,0.020906203869495547,0.0689503288053233,0.08125694898018239,0.17848530076783264,2.7574652755972693,10.625131922179804,7.868054510592826,7.103262058905909,2.405476703964355,boot.inf,0.1658584096718876,1.041159700844029,1.389015271829107,1.389015271829107,1.7382980550165588,NA,FALSE,NA,0.31622776601683794
tunea,1,tunea_14_r50.rds,moderate,NA,1,50,0.020906203869495547,0.020906203869495547,0.10674571508364926,0.10674571508364926,0,2.1916598089748747,6.783980564874852,5.241883945858442,4.908404408881401,1.57786864778617,boot.inf,0.16843071711600544,0.5778686477861701,4.620487535459684,4.620487535459684,11.522629400896088,NA,FALSE,NA,0.1
tunea,1,tunea_15_r5.rds,bad,NA,1,5,0.07876747413450519,0.06850793206720796,0.3058924859954954,0.3058924859954954,0,1.3305168590967187,3.015010207008071,2.4117333379529033,2.5864728487015065,1.5447207905404559,cv.bloss,0.40699510968801356,0.3305168590967187,3.6556619589241697,7.346857256283296,3.6556619589241697,NA,FALSE,NA,0.31622776601683794
tunea,1,tunea_15_r50.rds,bad,NA,1,50,0.06850793206720796,0.06850793206720796,0.24103365199429405,0.24103365199429405,0,1.569909992992334,3.7994140279478885,2.866327250026239,3.072141177191883,1.82557009677509,cv.bloss,0.3784011389132788,0.5699099929923339,10.648628492580196,15.140257377812683,10.648628492580196,NA,FALSE,NA,0.1
tunea,1,tunea_16_r5.rds,good,NA,1,5,0.005406038249940488,0.0032408347874610926,0.08742410942259211,0.08787242825216551,0.005128091467381246,2.4010734507685947,5.091372250971504,3.9589982405098367,1.0369102852759156,1.0551114579874326,boot.smd,0.09065095824137284,0.03162004333411428,0.18509870934408598,0.2846354687383813,2.8712561883762313,NA,TRUE,NA,0.31622776601683794
tunea,1,tunea_16_r50.rds,good,NA,1,50,0.0032408347874610926,0.0032408347874610926,0.08260322437284293,0.08260322437284293,0,2.465360460319496,5.519926844565629,4.725206158053629,1.0910345298981277,1.1118771559853624,boot.smd,0.09012297007169424,0.09103452989812766,1.7854403095627593,2.059565977755194,5.772769816118487,NA,TRUE,NA,0.1
tunea,1,tunea_17_r5.rds,moderate,NA,1,5,0.03388366973728985,0.03388366973728985,0.18638427767609433,0.18638427767609433,0,1.841938448278841,4.3524766840224665,3.5025629084121914,3.2816294389080314,1.1322087806926109,boot.inf,0.2110259157679238,0.13220878069261088,2.1919429643583195,2.1919429643583195,2.2223344584396263,NA,TRUE,NA,0.31622776601683794
tunea,1,tunea_17_r50.rds,moderate,NA,1,50,0.03388366973728985,0.03388366973728985,0.1752722013843251,0.1752722013843251,0,1.7491168343134138,4.492603456457253,3.4471056623760234,3.217962583371985,1.1882872602212275,boot.inf,0.2082737239759229,0.18828726022122755,4.904075444315785,4.904075444315785,7.361463355169507,NA,TRUE,NA,0.1
tunea,1,tunea_18_r5.rds,bad,NA,1,5,0.07945994722747575,0.07945994722747575,0.3068395518764914,0.3068395518764914,0,1.6204528921521772,3.3721284975701495,2.7794796288014565,2.8791378837978296,1.7457525145436377,cv.bloss,0.49721903926493854,0.6204528921521772,4.596748024192226,5.913033735186275,4.596748024192226,NA,TRUE,NA,0.31622776601683794
tunea,1,tunea_18_r50.rds,bad,NA,1,50,0.07945994722747575,0.07945994722747575,0.2608376061138685,0.2608376061138685,0,1.6857192863174724,3.7540808366210388,2.8962987472704955,3.149605636422373,1.902286652959701,cv.bloss,0.4396989832230284,0.6857192863174724,10.48021885835828,12.967733692594013,10.48021885835828,NA,TRUE,NA,0.1
tunea2,0,tunea2_01_r500.rds,good,NA,1,500,0.06024399958386701,0.06024399958386701,0.09746911987238668,0.09746911987238668,0,2.842369930697914,4.6782955006748725,4.07526092774885,1.4480124687496356,1.2444252341699926,boot.inf,0.12129303232153789,0.24442523416999262,24.077398924827566,24.077398924827566,52.158207330310304,NA,FALSE,NA,0.03162277660168379
tunea2,0,tunea2_02_r500.rds,moderate,NA,1,500,0.10080204404031048,0.10080204404031048,0.23455714774226197,0.23455714774226197,0,1.8235463515905597,3.206879542432066,2.5507698871790696,1.7395132224964829,1.0138238974924172,boot.inf,0.23779964170876478,0.013823897492417192,9.577277890771224,9.577277890771224,82.89063821148662,NA,FALSE,NA,0.03162277660168379
tunea2,0,tunea2_03_r500.rds,bad,NA,1,500,0.10960981258316786,0.10960981258316786,0.40887718758153707,0.40887718758153707,0,1.3632881285719833,2.236797878732555,1.7813234461084988,1.5753860256005363,0.9955265772290248,boot.inf,0.40704810706007755,-0.004473422770975177,-14.962774121337985,-14.962774121337985,79.26770873330729,NA,FALSE,NA,0.03162277660168379
tunea2,0,tunea2_04_r500.rds,good,NA,1,500,0.06733644193051586,0.06733644193051586,0.10837427781176126,0.10837427781176126,0,2.6421488672942877,4.424194417755589,3.7811994508887823,1.3692901549525014,1.2047825587615697,boot.inf,0.13056743972599094,0.2047825587615697,18.41990953627142,18.41990953627142,41.94166006990273,NA,TRUE,NA,0.03162277660168379
tunea2,0,tunea2_05_r500.rds,moderate,NA,1,500,0.1002516809890882,0.1002516809890882,0.2458756389044316,0.2458756389044316,0,1.8175656473661135,3.215359772077716,2.53737661867661,1.7377415357913832,1.0168758505381978,boot.inf,0.2500249994375667,0.016875850538197845,10.638676702034598,10.638676702034598,71.41300334297318,NA,TRUE,NA,0.03162277660168379
tunea2,0,tunea2_06_r500.rds,bad,NA,1,500,0.11077175936195782,0.11077175936195782,0.416989001888621,0.416989001888621,0,1.3649561531873597,2.2969180220140997,1.8089145143846934,1.5834387076693346,0.993632985964205,boot.inf,0.414334027060824,-0.006367014035794982,-18.76855220414775,-18.76855220414775,68.11684560145287,NA,TRUE,NA,0.03162277660168379
tunea2,0.5,tunea2_07_r500.rds,good,NA,1,500,0.006514326958251159,0.006514326958251159,0.0724291759987222,0.0724291759987222,0,2.503300419929158,5.604465743926714,4.692287661963308,1.1468976145077723,1.1615321634212243,boot.smd,0.08306884917369808,0.14689761450777228,7.198403442387095,7.668099796651095,30.617492891958115,NA,FALSE,NA,0.03162277660168379
tunea2,0.5,tunea2_08_r500.rds,moderate,NA,1,500,0.028740587918414755,0.00941124681088588,0.1475858805050249,0.1544049056260186,0.04620377706634016,1.8987212029202838,4.8423109924019165,3.6831317621101087,2.9291787594374012,1.2429415760701261,boot.inf,0.18344062692061297,0.18804921499658356,14.454912731530792,14.454912731530792,38.91441619056076,NA,FALSE,NA,0.03162277660168379
tunea2,0.5,tunea2_09_r500.rds,bad,NA,1,500,0.06916800476209736,0.011272661349007286,0.3044265672435573,0.33241893548320883,0.09195113453175119,1.302727447523457,2.9208327437819976,2.215504037977739,2.473799793385764,1.0734458725532228,boot.inf,0.32678544210314275,-0.01694696895613712,-2.7628090703076196,-2.7628090703076196,22.84592936909601,NA,FALSE,NA,0.03162277660168379
tunea2,0.5,tunea2_10_r500.rds,good,NA,1,500,0.011661639334753955,0.006673218778420244,0.09374015372916045,0.09406077633190803,0.003420333656310559,2.066943449835595,4.473669945287803,3.8308681747888325,1.0511261722045397,1.0599489078530056,boot.smd,0.09853272897119754,0.04754322485612428,2.6401292823105496,2.9249191729244544,17.82959502165786,NA,TRUE,NA,0.03162277660168379
tunea2,0.5,tunea2_11_r500.rds,moderate,NA,1,500,0.026908396012571355,0.010130838365108159,0.1541514399852632,0.16014906956210836,0.038907385992751786,2.00351271018742,4.895016226882015,3.7812108151965274,3.0828386838551642,1.2840620126533557,boot.inf,0.19794000828089003,0.2359735140648178,13.959793291461091,13.959793291461091,27.61131918947998,NA,TRUE,NA,0.03162277660168379
tunea2,0.5,tunea2_12_r500.rds,bad,NA,1,500,0.06536365870394403,0.011159881573654952,0.32223865905898347,0.3471529401797525,0.077316238819777,1.3384690117123041,2.912239273115204,2.246269402518787,2.4767519408560523,1.0838796172449894,boot.inf,0.34926791444238964,0.006092341495198106,0.6828746794809574,0.6828746794809574,16.94372114880128,NA,TRUE,NA,0.03162277660168379
tunea3,0,tunea3_01_r500.rds,good,NA,1,500,0.057746552490329346,0.057746552490329346,0.09529712212926594,0.09529712212926594,0,2.875794818943697,4.713274112569225,4.111081444248503,1.4385331326045117,1.2495360547624104,boot.inf,0.11907719001561455,0.24953605476241036,21.898469464659048,21.898469464659048,51.12656816198436,NA,FALSE,NA,0.03162277660168379
tunea3,0,tunea3_02_r500.rds,moderate,NA,1,500,0.10235379944501785,0.10235379944501785,0.2334516877045147,0.2334516877045147,0,1.8338063322526512,3.205630914933134,2.5687094191740583,1.7435005742383363,1.0109332284020511,boot.inf,0.23600406832703247,0.010933228402051132,7.043687280396831,7.043687280396831,82.53737235084088,NA,FALSE,NA,0.03162277660168379
tunea3,0,tunea3_03_r500.rds,bad,NA,1,500,0.10685973102803216,0.10685973102803216,0.39763052266008614,0.39763052266008614,0,1.388708701467571,2.2892150482704983,1.8225180143420283,1.6010387677475608,0.9976738431122545,boot.inf,0.39670557168102255,-0.002326156887745512,-9.456609962503626,-9.456609962503626,75.60892970680729,NA,FALSE,NA,0.03162277660168379
tunea3,0,tunea3_04_r500.rds,awful,NA,1,500,0.11675330804528528,0.11675330804528528,0.5504315012418219,0.5504315012418219,0,1.1643967648477658,1.8088646408099918,1.4556326645525768,1.3855231180200096,0.9964541853695987,boot.inf,0.548479773171685,-0.003545814630401267,-18.35080367567885,-18.35080367567885,64.69159116554174,NA,FALSE,NA,0.03162277660168379
tunea3,0,tunea3_05_r500.rds,good,NA,1,500,0.06257238001601867,0.06257238001601867,0.11308584824576946,0.11308584824576946,0,2.5455108854733144,4.19739664973045,3.621128085915122,1.3426930549459897,1.188177862900059,boot.inf,0.13436610149289874,0.188177862900059,17.67141278187248,17.67141278187248,39.53261291590557,NA,TRUE,NA,0.03162277660168379
tunea3,0,tunea3_06_r500.rds,moderate,NA,1,500,0.0956921330130964,0.0956921330130964,0.23696797515267903,0.23696797515267903,0,1.8574290554250745,3.297929533767402,2.597061352952784,1.7599348455888568,1.0272946119955577,boot.inf,0.24343592408984438,0.027294611995557716,16.77534099463761,16.77534099463761,66.97089350896194,NA,TRUE,NA,0.03162277660168379
tunea3,0,tunea3_07_r500.rds,bad,NA,1,500,0.10887396125084974,0.10887396125084974,0.41149631670271386,0.41149631670271386,0,1.3789325353422033,2.3180145543024047,1.8199869917318905,1.5925111907211398,0.9962398088859747,boot.inf,0.4099490119091942,-0.0037601911140252575,-13.735118434093673,-13.735118434093673,68.6991179824136,NA,TRUE,NA,0.03162277660168379
tunea3,0,tunea3_08_r500.rds,awful,NA,1,500,0.11287070646601387,0.11287070646601387,0.5588860105412482,0.5588860105412482,0,1.1719877714831084,1.861356122593605,1.476045901633933,1.4025113629914587,0.9988004036940324,boot.inf,0.558215572947546,-0.001199596305967554,-10.50387987710456,-10.50387987710456,62.9520658406116,NA,TRUE,NA,0.03162277660168379
tunea3,0.5,tunea3_09_r500.rds,good,NA,1,500,0.008366800290197521,0.0066305461439241315,0.07262661953876431,0.07265242029579143,3.5525207136122283e-4,2.450963644094375,5.486911856263179,4.664560680635365,1.1131185905039132,1.1286049992491107,boot.smd,0.08084204037405329,0.11272329324913444,5.4284534083812925,5.87596712678018,25.344816259953593,NA,FALSE,NA,0.03162277660168379
tunea3,0.5,tunea3_10_r500.rds,moderate,NA,1,500,0.027092070992020233,0.009736385491188732,0.15135957435137296,0.15702140881860813,0.037406516842413584,1.8865500881606247,4.709748716904306,3.63106831130898,2.9884958931605357,1.2535865360797993,boot.inf,0.18974232451365045,0.20838505998148116,16.600860675744368,16.600860675744368,38.584060279193764,NA,FALSE,NA,0.03162277660168379
tunea3,0.5,tunea3_11_r500.rds,bad,NA,1,500,0.07093878782012467,0.011035777989111348,0.30121642876271776,0.3301939928822847,0.09620180492344232,1.293153751062153,2.9187231813308334,2.2083664453048137,2.464943253733306,1.0671357020432513,boot.inf,0.3214388051746638,-0.02651528463978492,-4.398207568933728,-4.398207568933728,23.07224450011616,NA,FALSE,NA,0.03162277660168379
tunea3,0.5,tunea3_12_r500.rds,awful,NA,1,500,0.09153124787359208,0.011821715252953223,0.44640235254344607,0.48095223179271135,0.07739627502501278,1.1047761901678248,2.17460447757314,1.661466607114058,1.9065574037172366,1.0235168920756086,boot.inf,0.45690034849050803,-0.05000888178136076,-12.205762708576637,-12.205762708576637,5.018463158661786,NA,FALSE,NA,0.03162277660168379
tunea3,0.5,tunea3_13_r500.rds,good,NA,1,500,0.006830125880528781,0.006830125880528781,0.09417434811094196,0.09417434811094196,0,2.2017931295924646,4.666795304721536,4.060560234096377,1.1118951998410413,1.125530360731354,boot.smd,0.1047120056127156,0.11189519984104135,6.219897246715833,6.5400127114713795,20.163067917585593,NA,TRUE,NA,0.03162277660168379
tunea3,0.5,tunea3_14_r500.rds,moderate,NA,1,500,0.027761004066540487,0.009090477262673539,0.16805978443873015,0.17491218858145477,0.04077361021025716,1.8843376590460674,4.576651474740486,3.5041360164837494,2.9393218241732524,1.248011410803946,boot.inf,0.20974052867678666,0.1991190000982277,13.076286067991425,13.076286067991425,26.868158972432017,NA,TRUE,NA,0.03162277660168379
tunea3,0.5,tunea3_15_r500.rds,bad,NA,1,500,0.06417794234663629,0.00998400938752073,0.30041547833019355,0.3263489318726021,0.08632529084904372,1.3686451382009037,3.102293100300344,2.358691067105593,2.6281535315692826,1.0965297795283526,boot.inf,0.32941451822031176,0.009393584744154637,1.0562071222465563,1.0562071222465563,18.731481905243378,NA,TRUE,NA,0.03162277660168379
tunea3,0.5,tunea3_16_r500.rds,awful,NA,1,500,0.08325696248176997,0.011801459320167535,0.4728348352036454,0.5004141032092637,0.058327487638976994,1.1256375303120438,2.1977695944893427,1.6852836966314289,1.9280571912511866,1.0364719694118174,boot.inf,0.4900800528500345,-0.020650997429838114,-3.56400623193739,-3.56400623193739,7.716648508612596,NA,TRUE,NA,0.03162277660168379
tunea4,0,tunea4_01_r200.rds,good,NA,1,200,0.0071333489832256574,7.385312018184423e-4,0.07359110361475676,0.07464826285323373,0.014365313014071734,3.7086998123790504,6.075859250104305,5.135037542991041,1.8368913521237868,1.5778085209244388,boot.inf,0.1161126703475965,0.5554637966041638,8.44282530959334,8.44282530959334,26.636297875796664,NA,NA,NA,0.05
tunea4,0,tunea4_02_r200.rds,moderate,NA,1,200,0.0010917769575951306,0.0010917769575951306,0.15603520493273926,0.15603520493273926,0,2.735569343365837,4.802530207679776,3.8400075968070078,2.629340076512459,1.4990810511058685,boot.inf,0.23390941902009035,0.49908105110586853,24.49096145966449,24.49096145966449,45.6470586198108,NA,NA,NA,0.05
tunea4,0,tunea4_03_r200.rds,bad,NA,1,200,0.0012342199130951797,0.0012342199130951797,0.33133383657988935,0.33133383657988935,0,1.6676288237728054,2.7530319095172104,2.2001339897583447,1.9273082962739387,1.121785385382406,boot.inf,0.3716854555580023,0.12178538538240602,21.442947266717077,21.442947266717077,53.31440316304893,NA,NA,NA,0.05
tunea4,0,tunea4_04_r200.rds,awful,NA,1,200,0.0012659963737541998,0.0012659963737541998,0.4857986870495742,0.4857986870495742,0,1.3070436338985914,2.0426531281066254,1.6361021360814225,1.5587963732465107,1.033848699340775,boot.inf,0.5022423407476584,0.033848699340774946,12.286938810900025,12.286938810900025,40.16562092928182,NA,NA,NA,0.05
tunea4,0.5,tunea4_05_r200.rds,good,NA,1,200,0.006872311126255386,7.715322230986725e-5,0.07620246947248288,0.07829425465613274,0.02745035952417796,2.3757790628107807,5.3388088847625195,4.473157330347669,1.1302663228820666,1.1449454242048676,boot.smd,0.08612908496519615,0.10006903244016918,2.1510848065680164,2.3870421932069585,14.974396680705103,NA,NA,NA,0.05
tunea4,0.5,tunea4_06_r200.rds,moderate,NA,1,200,0.032067122015289634,1.0318051060678049e-4,0.14922008375264972,0.16489823978908438,0.10506733170330529,1.865803907436758,4.7962941031167645,3.612026063578868,2.8157227128036686,1.2275861577538467,boot.inf,0.18318050927362248,0.1108700099402049,6.134289807337909,6.134289807337909,24.02192836603493,NA,NA,NA,0.05
tunea4,0.5,tunea4_07_r200.rds,bad,NA,1,200,0.061671521526527266,1.1926604671817332e-4,0.2967384059565352,0.3330937764650477,0.12251656603506045,1.329629534606271,2.99486097537132,2.273183257941458,2.527508586077109,1.0903413802857163,boot.inf,0.3235461631344318,-0.028663439563295867,-2.5964286091003896,-2.5964286091003896,13.194422379233348,NA,NA,NA,0.05
tunea4,0.5,tunea4_08_r200.rds,awful,NA,1,200,0.08944765061889194,0.003049525397789177,0.4618876274065981,0.5037635428747567,0.09066256159162145,1.1030020095661341,2.1201175205588503,1.6344581287764626,1.8622610948046012,1.0227694176139681,boot.inf,0.47240453968574386,-0.062249449434273796,-9.166089226026353,-9.166089226026353,1.304504665374594,NA,NA,NA,0.05
tunen2,1,tunen2_01_r500.rds,good,NA,1,500,0.08160400868573177,0.08160400868573177,0.22219129223030662,0.22219129223030662,0,1.5648350149619932,2.656328954832719,2.564538129436716,1.1882996704364406,1.0921263170886057,boot.inf,0.2426609576726429,0.09212631708860575,8.712509416557726,8.712509416557726,32.879001869359406,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_01_r500.rds,good,NA,3,500,0.08160400868573177,0.08160400868573177,0.36563337127394707,0.36563337127394707,0,1.1956902622045835,1.7512811322862112,1.699999229964197,1.054736749348568,1.018010214428552,boot.inf,0.37221850669282525,0.018010214428552107,2.0942203840242453,2.0942203840242453,11.324465182032334,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_01_r500.rds,good,NA,10,500,0.14260532273278997,0.08160400868573177,0.991423966719623,1.0457465637767582,0.05479249935511987,1.003349142582767,1.072909329203996,1.066682684471526,1.032935882063416,1.0282486098878831,cv.bloss,0.9947443869441395,-0.048771068057275935,-3.104719317564819,-2.5877502732156024,-3.104719317564819,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_02_r500.rds,moderate,NA,1,500,0.15309532235996032,0.15309532235996032,0.3672532464026844,0.3672532464026844,0,1.2826278841592,2.4223947847710656,2.2647974624210496,2.0469533886799063,1.2761093912304424,boot.inf,0.4686553166943333,0.2761093912304424,23.111010832126084,23.111010832126084,28.188083203315617,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_02_r500.rds,moderate,NA,3,500,0.15309532235996032,0.15309532235996032,0.4955737514613007,0.4955737514613007,0,1.1297562375750838,1.8796376062749913,1.7733783199985496,1.6164170299145986,1.1228973039393395,boot.inf,0.5564784294189989,0.12289730393933951,10.767148248084089,10.767148248084089,11.718966156671536,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_02_r500.rds,moderate,NA,10,500,0.23269127720315574,0.15309532235996032,1.1384830092989178,1.206909381555987,0.060103112385670565,0.9979006732621047,1.116477557155843,1.0968268847182232,1.046626472122216,0.9924264213785172,boot.inf,1.12986061871877,-0.06383972484983358,-4.461076190480334,-4.461076190480334,-4.078725919963874,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_03_r500.rds,bad,NA,1,500,0.22969249354372434,0.22969249354372434,0.5313834862807121,0.5313834862807121,0,1.0684088069128472,1.936407062544493,1.7835478371313072,1.7345454298025333,1.1636192141444983,cv.bloss,0.567734796590365,0.06840880691284723,10.399592707643352,27.81296897203589,10.399592707643352,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_03_r500.rds,bad,NA,3,500,0.22969249354372434,0.22969249354372434,0.6116980551187302,0.6116980551187302,0,1.037864088405527,1.7135751033831084,1.586698901765783,1.5444505966969073,1.0998650339679903,cv.bloss,0.6348594443552348,0.03786408840552702,6.133353901041934,14.813178161420938,6.133353901041934,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_03_r500.rds,bad,NA,10,500,0.3036399587092169,0.22969249354372434,1.1758865074705598,1.2264192305459316,0.04297414993226889,1.0165523398402245,1.1168990520030486,1.0752787442741227,1.056577361471068,0.9915775077967383,boot.inf,1.1659826125294683,-0.0492789223384571,-4.726848535069625,-4.726848535069625,-3.161734857373758,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_04_r500.rds,awful,NA,1,500,0.2799149127067446,0.2799149127067446,0.6438401070421907,0.6438401070421907,0,1.000693971251314,1.7244945111890677,1.5805177320236372,1.5914667311164785,1.0989059608126037,cv.bloss,0.644286913566921,6.939712513140961e-4,0.12646158471103083,21.06378606021832,0.12646158471103083,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_04_r500.rds,awful,NA,3,500,0.2799149127067446,0.2799149127067446,0.7289772282562733,0.7289772282562733,0,0.9912826393628793,1.5666381924881827,1.4451439396459385,1.4521923696522152,1.0532945734241663,cv.bloss,0.7226224708613147,-0.008717360637120697,-1.5683048307985838,8.717147755679953,-1.5683048307985838,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_04_r500.rds,awful,NA,10,500,0.35321255927182993,0.2799149127067446,1.289156299389834,1.3740862507843887,0.06588025938728492,1.033375458356264,1.119063192332971,1.072730321080387,1.0700573136432694,0.9899479397784452,boot.inf,1.2761976226333707,-0.07123907112463934,-5.044317042822152,-5.044317042822152,-2.6489704197788724,NA,NA,250,0.03162277660168379
tunen2,1,tunen2_05_r500.rds,good,NA,1,500,0.029113242013415187,0.029113242013415187,0.1188927427338204,0.1188927427338204,0,2.0232166250233425,4.339836235857876,3.930016454296999,1.0924557031343884,1.1312907845716689,boot.smd,0.12988505486085172,0.092455703134388445,6.88307075131168,11.28034868246341,30.954472147161358,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_05_r500.rds,good,NA,3,500,0.0403185320914702,0.029113242013415187,0.23953307686067382,0.24334946176865704,0.015932600866656266,1.2463701499904036,2.255007920256151,2.059273253261478,0.9974624795454763,0.9975258699390751,boot.smd,0.23892525677860485,-0.01818045931927359,-1.9040626158413545,-1.7477413141588258,8.852219966504515,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_05_r500.rds,good,NA,10,500,0.09314103844826131,0.029113242013415187,0.6827393385698101,0.7588029739830635,0.11140948106577575,0.996835581125197,1.1479532133713626,1.1012045470594476,1.059738240207168,1.0485009907153484,cv.bloss,0.6805788653202692,-0.10308882719869283,-5.398323545665212,-5.457742409791623,-5.398323545665212,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_06_r500.rds,moderate,NA,1,500,0.09073157849525443,0.09073157849525443,0.22831111542448185,0.22831111542448185,0,1.491063314473486,3.60960489725592,3.0183520762388465,2.7883468311298576,1.3819135059275307,boot.inf,0.31550621395847084,0.3819135059275307,18.814611528845994,18.814611528845994,34.68631151522283,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_06_r500.rds,moderate,NA,3,500,0.09073157849525443,0.09073157849525443,0.3490544301198051,0.3490544301198051,0,1.183237167157745,2.428700397556346,2.055722966275896,1.9092970340889157,1.137115501642569,boot.inf,0.3969152034062432,0.13711550164256892,8.465077461099012,8.465077461099012,11.537081429607309,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_06_r500.rds,moderate,NA,10,500,0.19098127561277872,0.09073157849525443,0.8799912848933625,0.953230060294851,0.08322670537625099,1.0057523425733508,1.2155806076790443,1.1100010399187366,1.068916432848435,1.0172454715306884,cv.bloss,0.8850532962256322,-0.07152183602784257,-4.290981570350021,-3.917656707336521,-4.290981570350021,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_07_r500.rds,bad,NA,1,500,0.16233315182375388,0.16233315182375388,0.38768011075892395,0.38768011075892395,0,1.1746804111142473,2.5417549019660814,2.085750930977875,2.161019754836366,1.3334573026703491,cv.bloss,0.4554002318871097,0.17468041111424726,22.706638793095596,43.38762953784913,22.706638793095596,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_07_r500.rds,bad,NA,3,500,0.16233315182375388,0.16233315182375388,0.4830476223453245,0.4830476223453245,0,1.0764851933906598,2.065731986110504,1.7076657054702955,1.7665893180901464,1.1675153936773253,cv.bloss,0.5199936131573051,0.07648519339065984,8.541953715991545,15.305285607338103,8.541953715991545,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_07_r500.rds,bad,NA,10,500,0.2584802844377905,0.16233315182375388,0.9460845683775573,1.0793452007540396,0.14085488425734627,1.055911234619966,1.2142529354856706,1.0753723454356314,1.094366665700205,1.0110813692279756,boot.inf,0.956568480800639,-0.11375111490524781,-6.511490786767183,-6.511490786767183,-5.599689573854539,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_08_r500.rds,awful,NA,1,500,0.22709424799348188,0.22709424799348188,0.5168791448169838,0.5168791448169838,0,1.0354331158873737,2.0533868323949505,1.6587304350852978,1.8099201323848908,1.1778482944834852,cv.bloss,0.5351937834550506,0.035433115887373745,6.665323570449714,38.15040344049292,6.665323570449714,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_08_r500.rds,awful,NA,3,500,0.22709424799348188,0.22709424799348188,0.5946562921966451,0.5946562921966451,0,1.0065119337253128,1.7996256307208527,1.467047195833155,1.5940687980977526,1.0918108780251223,cv.bloss,0.5985286545607699,0.00651193372531278,1.155860681553404,11.426271700025447,1.155860681553404,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_08_r500.rds,awful,NA,10,500,0.3144997290681134,0.22709424799348188,1.0322391665597472,1.2090541762446443,0.17129267655497626,1.1066630874454586,1.1778796435725953,1.0417396755111519,1.0914637681790023,1.0185920253138956,boot.inf,1.0514305832744206,-0.13036933833668807,-7.427808743621951,-7.427808743621951,-4.786335326575539,NA,NA,500,0.03162277660168379
tunen2,1,tunen2_09_r500.rds,good,NA,1,500,0.003794285923079132,0.003794285923079132,0.05138078801101593,0.05138078801101593,0,2.3360310459811435,6.02036710847731,4.651276112494842,1.0250455287923472,1.0228545185191973,boot.inf,0.05255507118214464,0.022854518519197287,3.850417586813005,3.850417586813005,25.01780410862369,NA,NA,2000,0.03162277660168379
tunen2,1,tunen2_09_r500.rds,good,NA,3,500,0.007277099907592935,0.003794285923079132,0.11498270710224494,0.11543831750241901,0.003962425408621906,1.353472471995354,2.8317436104557254,2.249863505930331,0.9999952382064724,0.9992627344148303,boot.inf,0.1148979343094088,-0.0046811423165352695,-1.264936120710745,-1.264936120710745,10.172427387161688,NA,NA,2000,0.03162277660168379
tunen2,1,tunen2_09_r500.rds,good,NA,10,500,0.02328138659283046,0.003794285923079132,0.35219612301188835,0.367463728114819,0.04334972506899315,1.0207589965192077,1.2853139699684168,1.1589133521189736,1.0308878607149397,1.030720711251656,cv.bloss,0.35950736110357057,-0.02165211530418676,-1.1540371509896232,-4.085348682728588,-1.1540371509896232,NA,NA,2000,0.03162277660168379
