family,cell,overlap,alpha,p,reps,lam,rmse,cv.bloss,cv.smd,cv.inf,boot.smd,boot.inf,sigma_y,n,s
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.8011996480191941,0.970099267899049,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.7647838874947264,0.9479118902846624,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.7300232794879287,0.9248130891281894,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.6968425947624131,0.9013035616508303,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.6651700233666893,0.8779549023869325,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.6349370192223892,0.8549382653421409,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.606078151776197,0.8322816886171533,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.5785309643944256,0.809997313027046,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.5522358391937815,0.7880864984719825,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.5271358680157768,0.766550928928114,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.503176729265556,0.7453923063000669,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.480306570348586,0.7246124821571702,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.4584758954507814,0.7042152154079131,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.43763745841919577,0.6842034658090821,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.4177461605114508,0.6645790868894861,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.39875895279261225,0.6453466075010266,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.38063474296827715,0.6265138402266464,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.36333430645224285,0.6081142909474587,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.34682020147628617,0.5901790041349863,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.3310566880583353,0.5727225264981403,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.3160096506536622,0.5558859474293409,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.30164652432169864,0.5397941407073275,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
dimhi,dimhi_02_r200,bad,0.5,1000,200,0.28793622424868376,0.5246135581208636,0.4700806566148404,1.0665114325456624,0.7704056797130119,1.0495774974928356,0.45154003313829866,NA,NA,NA
